ticker,status,row_count,anomaly_count,error,output_file
P20PIB300828,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/P20PIB300828_2021-04-24_to_2026-04-24.csv
P20PIB311026,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/P20PIB311026_2021-04-24_to_2026-04-24.csv
PFSLTFC,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PFSLTFC_2021-04-24_to_2026-04-24.csv
PK01TB020426,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK01TB020426_2021-04-24_to_2026-04-24.csv
PK01TB021025,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK01TB021025_2021-04-24_to_2026-04-24.csv
PK01TB050326,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK01TB050326_2021-04-24_to_2026-04-24.csv
PK01TB060226,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK01TB060226_2021-04-24_to_2026-04-24.csv
PK01TB080126,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK01TB080126_2021-04-24_to_2026-04-24.csv
PK01TB111225,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK01TB111225_2021-04-24_to_2026-04-24.csv
PK01TB170326,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK01TB170326_2021-04-24_to_2026-04-24.csv
PK01TB180925,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK01TB180925_2021-04-24_to_2026-04-24.csv
PK01TB190226,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK01TB190226_2021-04-24_to_2026-04-24.csv
PK01TB220126,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK01TB220126_2021-04-24_to_2026-04-24.csv
PK01TB261225,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK01TB261225_2021-04-24_to_2026-04-24.csv
PK01TB271125,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK01TB271125_2021-04-24_to_2026-04-24.csv
PK01TB300426,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK01TB300426_2021-04-24_to_2026-04-24.csv
PK01TB301025,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK01TB301025_2021-04-24_to_2026-04-24.csv
PK03TB020426,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK03TB020426_2021-04-24_to_2026-04-24.csv
PK03TB021025,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK03TB021025_2021-04-24_to_2026-04-24.csv
PK03TB050326,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK03TB050326_2021-04-24_to_2026-04-24.csv
PK03TB060226,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK03TB060226_2021-04-24_to_2026-04-24.csv
PK03TB080126,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK03TB080126_2021-04-24_to_2026-04-24.csv
PK03TB110626,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK03TB110626_2021-04-24_to_2026-04-24.csv
PK03TB131125,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK03TB131125_2021-04-24_to_2026-04-24.csv
PK03TB140526,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK03TB140526_2021-04-24_to_2026-04-24.csv
PK03TB160426,saved,1,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK03TB160426_2021-04-24_to_2026-04-24.csv
PK03TB161025,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK03TB161025_2021-04-24_to_2026-04-24.csv
PK03TB170326,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK03TB170326_2021-04-24_to_2026-04-24.csv
PK03TB180925,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK03TB180925_2021-04-24_to_2026-04-24.csv
PK03TB190226,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK03TB190226_2021-04-24_to_2026-04-24.csv
PK03TB220126,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK03TB220126_2021-04-24_to_2026-04-24.csv
PK03TB240626,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK03TB240626_2021-04-24_to_2026-04-24.csv
PK03TB261225,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK03TB261225_2021-04-24_to_2026-04-24.csv
PK03TB271125,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK03TB271125_2021-04-24_to_2026-04-24.csv
PK03TB300426,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK03TB300426_2021-04-24_to_2026-04-24.csv
PK03TB301025,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK03TB301025_2021-04-24_to_2026-04-24.csv
PK06TB011026,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK06TB011026_2021-04-24_to_2026-04-24.csv
PK06TB020426,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK06TB020426_2021-04-24_to_2026-04-24.csv
PK06TB021025,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK06TB021025_2021-04-24_to_2026-04-24.csv
PK06TB030926,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK06TB030926_2021-04-24_to_2026-04-24.csv
PK06TB050326,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK06TB050326_2021-04-24_to_2026-04-24.csv
PK06TB060226,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK06TB060226_2021-04-24_to_2026-04-24.csv
PK06TB060826,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK06TB060826_2021-04-24_to_2026-04-24.csv
PK06TB080126,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK06TB080126_2021-04-24_to_2026-04-24.csv
PK06TB090726,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK06TB090726_2021-04-24_to_2026-04-24.csv
PK06TB110626,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK06TB110626_2021-04-24_to_2026-04-24.csv
PK06TB111225,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK06TB111225_2021-04-24_to_2026-04-24.csv
PK06TB131125,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK06TB131125_2021-04-24_to_2026-04-24.csv
PK06TB140526,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK06TB140526_2021-04-24_to_2026-04-24.csv
PK06TB160426,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK06TB160426_2021-04-24_to_2026-04-24.csv
PK06TB161025,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK06TB161025_2021-04-24_to_2026-04-24.csv
PK06TB180925,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK06TB180925_2021-04-24_to_2026-04-24.csv
PK06TB190226,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK06TB190226_2021-04-24_to_2026-04-24.csv
PK06TB190326,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK06TB190326_2021-04-24_to_2026-04-24.csv
PK06TB200826,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK06TB200826_2021-04-24_to_2026-04-24.csv
PK06TB220126,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK06TB220126_2021-04-24_to_2026-04-24.csv
PK06TB230726,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK06TB230726_2021-04-24_to_2026-04-24.csv
PK06TB240626,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK06TB240626_2021-04-24_to_2026-04-24.csv
PK06TB261225,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK06TB261225_2021-04-24_to_2026-04-24.csv
PK06TB271125,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK06TB271125_2021-04-24_to_2026-04-24.csv
PK06TB290526,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK06TB290526_2021-04-24_to_2026-04-24.csv
PK06TB300426,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK06TB300426_2021-04-24_to_2026-04-24.csv
PK06TB301025,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK06TB301025_2021-04-24_to_2026-04-24.csv
PK12180227,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK12180227_2021-04-24_to_2026-04-24.csv
PK12TB010427,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK12TB010427_2021-04-24_to_2026-04-24.csv
PK12TB011026,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK12TB011026_2021-04-24_to_2026-04-24.csv
PK12TB020426,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK12TB020426_2021-04-24_to_2026-04-24.csv
PK12TB021025,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK12TB021025_2021-04-24_to_2026-04-24.csv
PK12TB030926,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK12TB030926_2021-04-24_to_2026-04-24.csv
PK12TB040227,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK12TB040227_2021-04-24_to_2026-04-24.csv
PK12TB040327,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK12TB040327_2021-04-24_to_2026-04-24.csv
PK12TB050326,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK12TB050326_2021-04-24_to_2026-04-24.csv
PK12TB060226,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK12TB060226_2021-04-24_to_2026-04-24.csv
PK12TB060826,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK12TB060826_2021-04-24_to_2026-04-24.csv
PK12TB070127,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK12TB070127_2021-04-24_to_2026-04-24.csv
PK12TB080126,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK12TB080126_2021-04-24_to_2026-04-24.csv
PK12TB090726,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK12TB090726_2021-04-24_to_2026-04-24.csv
PK12TB101226,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK12TB101226_2021-04-24_to_2026-04-24.csv
PK12TB110626,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK12TB110626_2021-04-24_to_2026-04-24.csv
PK12TB111225,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK12TB111225_2021-04-24_to_2026-04-24.csv
PK12TB121126,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK12TB121126_2021-04-24_to_2026-04-24.csv
PK12TB131125,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK12TB131125_2021-04-24_to_2026-04-24.csv
PK12TB140526,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK12TB140526_2021-04-24_to_2026-04-24.csv
PK12TB151026,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK12TB151026_2021-04-24_to_2026-04-24.csv
PK12TB160426,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK12TB160426_2021-04-24_to_2026-04-24.csv
PK12TB161025,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK12TB161025_2021-04-24_to_2026-04-24.csv
PK12TB170326,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK12TB170326_2021-04-24_to_2026-04-24.csv
PK12TB170926,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK12TB170926_2021-04-24_to_2026-04-24.csv
PK12TB190226,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK12TB190226_2021-04-24_to_2026-04-24.csv
PK12TB200826,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK12TB200826_2021-04-24_to_2026-04-24.csv
PK12TB210127,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK12TB210127_2021-04-24_to_2026-04-24.csv
PK12TB220126,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK12TB220126_2021-04-24_to_2026-04-24.csv
PK12TB230726,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK12TB230726_2021-04-24_to_2026-04-24.csv
PK12TB240626,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK12TB240626_2021-04-24_to_2026-04-24.csv
PK12TB241226,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK12TB241226_2021-04-24_to_2026-04-24.csv
PK12TB261126,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK12TB261126_2021-04-24_to_2026-04-24.csv
PK12TB261225,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK12TB261225_2021-04-24_to_2026-04-24.csv
PK12TB271125,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK12TB271125_2021-04-24_to_2026-04-24.csv
PK12TB290526,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK12TB290526_2021-04-24_to_2026-04-24.csv
PK12TB291026,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK12TB291026_2021-04-24_to_2026-04-24.csv
PK12TB300426,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK12TB300426_2021-04-24_to_2026-04-24.csv
PK12TB301025,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PK12TB301025_2021-04-24_to_2026-04-24.csv
PREMASC,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/PREMASC_2021-04-24_to_2026-04-24.csv
SBLTFC,saved,225,220,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/SBLTFC_2021-04-24_to_2026-04-24.csv
SITCSC4,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/SITCSC4_2021-04-24_to_2026-04-24.csv
SNBLTFC3,saved,125,124,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/SNBLTFC3_2021-04-24_to_2026-04-24.csv
SNBLTFC4,saved,64,63,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/SNBLTFC4_2021-04-24_to_2026-04-24.csv
THCCLSC,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/THCCLSC_2021-04-24_to_2026-04-24.csv
TPLPTFC2,saved,20,20,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/TPLPTFC2_2021-04-24_to_2026-04-24.csv
TPLSC,saved,90,86,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/TPLSC_2021-04-24_to_2026-04-24.csv
TPLTFC3,saved,100,95,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/TPLTFC3_2021-04-24_to_2026-04-24.csv
UBLTFC5,saved,130,123,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/UBLTFC5_2021-04-24_to_2026-04-24.csv
786,saved,1040,25,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/786_2021-04-24_to_2026-04-24.csv
786R,saved,9,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/786R_2021-04-24_to_2026-04-24.csv
AABS,saved,1037,28,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/AABS_2021-04-24_to_2026-04-24.csv
AAL,saved,21,21,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/AAL_2021-04-24_to_2026-04-24.csv
AASM,saved,21,21,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/AASM_2021-04-24_to_2026-04-24.csv
AATM,saved,476,15,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/AATM_2021-04-24_to_2026-04-24.csv
ABL,skipped_existing,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/ABL_2021-04-24_to_2026-04-24.csv
ABOT,saved,1220,7,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/ABOT_2021-04-24_to_2026-04-24.csv
ABSON,saved,21,21,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/ABSON_2021-04-24_to_2026-04-24.csv
ACIETF,saved,688,25,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/ACIETF_2021-04-24_to_2026-04-24.csv
ACPL,saved,1235,2,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/ACPL_2021-04-24_to_2026-04-24.csv
ADAMS,saved,1020,40,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/ADAMS_2021-04-24_to_2026-04-24.csv
ADMM,saved,1157,10,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/ADMM_2021-04-24_to_2026-04-24.csv
ADOS,saved,323,11,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/ADOS_2021-04-24_to_2026-04-24.csv
ADTM,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/ADTM_2021-04-24_to_2026-04-24.csv
AEL,saved,268,27,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/AEL_2021-04-24_to_2026-04-24.csv
AGHA,saved,1237,2,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/AGHA_2021-04-24_to_2026-04-24.csv
AGIC,saved,1092,22,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/AGIC_2021-04-24_to_2026-04-24.csv
AGICR2,saved,11,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/AGICR2_2021-04-24_to_2026-04-24.csv
AGIL,saved,1083,37,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/AGIL_2021-04-24_to_2026-04-24.csv
AGL,saved,1237,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/AGL_2021-04-24_to_2026-04-24.csv
AGLNCPS,saved,111,75,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/AGLNCPS_2021-04-24_to_2026-04-24.csv
AGP,saved,1237,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/AGP_2021-04-24_to_2026-04-24.csv
AGSML,saved,1189,11,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/AGSML_2021-04-24_to_2026-04-24.csv
AGTL,saved,1216,1,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/AGTL_2021-04-24_to_2026-04-24.csv
AHCL,saved,1126,6,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/AHCL_2021-04-24_to_2026-04-24.csv
AHL,saved,1231,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/AHL_2021-04-24_to_2026-04-24.csv
AHTM,saved,325,121,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/AHTM_2021-04-24_to_2026-04-24.csv
AICL,saved,1223,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/AICL_2021-04-24_to_2026-04-24.csv
AIRLINK,saved,1140,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/AIRLINK_2021-04-24_to_2026-04-24.csv
AKBL,saved,1236,1,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/AKBL_2021-04-24_to_2026-04-24.csv
AKDCL,saved,47,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/AKDCL_2021-04-24_to_2026-04-24.csv
AKDHL,saved,1011,136,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/AKDHL_2021-04-24_to_2026-04-24.csv
AKDSL,saved,975,31,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/AKDSL_2021-04-24_to_2026-04-24.csv
AKGL,saved,421,145,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/AKGL_2021-04-24_to_2026-04-24.csv
AKZO,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/AKZO_2021-04-24_to_2026-04-24.csv
ALAC,saved,933,37,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/ALAC_2021-04-24_to_2026-04-24.csv
ALIFE,saved,889,41,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/ALIFE_2021-04-24_to_2026-04-24.csv
ALNRS,saved,840,122,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/ALNRS_2021-04-24_to_2026-04-24.csv
ALQT,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/ALQT_2021-04-24_to_2026-04-24.csv
ALTN,saved,1134,14,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/ALTN_2021-04-24_to_2026-04-24.csv
AMBL,saved,576,132,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/AMBL_2021-04-24_to_2026-04-24.csv
AMSL,saved,21,21,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/AMSL_2021-04-24_to_2026-04-24.csv
AMTEX,saved,475,2,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/AMTEX_2021-04-24_to_2026-04-24.csv
ANL,saved,1237,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/ANL_2021-04-24_to_2026-04-24.csv
ANNT,saved,21,21,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/ANNT_2021-04-24_to_2026-04-24.csv
ANSM,saved,198,27,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/ANSM_2021-04-24_to_2026-04-24.csv
ANTM,saved,547,92,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/ANTM_2021-04-24_to_2026-04-24.csv
APL,saved,1236,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/APL_2021-04-24_to_2026-04-24.csv
APOT,saved,21,21,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/APOT_2021-04-24_to_2026-04-24.csv
AQTM,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/AQTM_2021-04-24_to_2026-04-24.csv
ARCTM,saved,851,49,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/ARCTM_2021-04-24_to_2026-04-24.csv
ARM,saved,317,12,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/ARM_2021-04-24_to_2026-04-24.csv
ARMG,saved,20,4,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/ARMG_2021-04-24_to_2026-04-24.csv
ARPAK,saved,389,163,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/ARPAK_2021-04-24_to_2026-04-24.csv
ARPL,saved,1189,13,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/ARPL_2021-04-24_to_2026-04-24.csv
ARUJ,saved,718,18,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/ARUJ_2021-04-24_to_2026-04-24.csv
ASC,saved,1237,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/ASC_2021-04-24_to_2026-04-24.csv
ASCR1,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/ASCR1_2021-04-24_to_2026-04-24.csv
ASHT,saved,685,113,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/ASHT_2021-04-24_to_2026-04-24.csv
ASIC,saved,216,121,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/ASIC_2021-04-24_to_2026-04-24.csv
ASL,saved,1237,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/ASL_2021-04-24_to_2026-04-24.csv
ASLCPS,saved,211,72,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/ASLCPS_2021-04-24_to_2026-04-24.csv
ASLPS,saved,488,171,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/ASLPS_2021-04-24_to_2026-04-24.csv
ASRL,no_data,0,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/ASRL_2021-04-24_to_2026-04-24.csv
ASTL,saved,1237,2,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/ASTL_2021-04-24_to_2026-04-24.csv
ASTM,saved,1049,38,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/ASTM_2021-04-24_to_2026-04-24.csv
ATBA,saved,1237,0,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/ATBA_2021-04-24_to_2026-04-24.csv
ATIL,saved,1050,23,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/ATIL_2021-04-24_to_2026-04-24.csv
ATLH,saved,1122,21,,/Users/hamidmehmood/Desktop/psx-paper-trading/daily_price_data/output/ATLH_2021-04-24_to_2026-04-24.csv
