date,open,high,low,close,volume,is_anomaly,ticker
2021-05-17,9.39,9.39,9.39,9.39,500,False,ASHT
2021-05-18,9.39,9.94,9.39,9.94,1500,False,ASHT
2021-05-26,10.45,10.45,10.45,10.45,500,False,ASHT
2021-06-01,9.45,9.45,9.45,9.45,7000,False,ASHT
2021-06-02,9.0,10.45,9.0,10.45,62500,False,ASHT
2021-06-03,11.1,11.45,10.95,10.96,69500,False,ASHT
2021-06-04,11.5,11.96,10.95,11.15,30500,False,ASHT
2021-06-07,10.51,11.15,10.51,11.15,11000,False,ASHT
2021-06-08,10.15,10.5,10.15,10.25,7000,False,ASHT
2021-06-09,10.0,10.0,10.0,10.0,2000,False,ASHT
2021-06-10,9.99,10.0,9.99,10.0,25500,False,ASHT
2021-06-11,10.0,10.0,10.0,10.0,1000,False,ASHT
2021-06-14,9.51,11.0,9.06,11.0,55500,False,ASHT
2021-06-15,11.0,12.0,11.0,12.0,17500,False,ASHT
2021-06-16,11.12,12.97,11.11,12.51,16000,False,ASHT
2021-06-17,12.0,13.49,12.0,12.65,14000,False,ASHT
2021-06-18,13.29,13.65,13.29,13.52,20500,False,ASHT
2021-06-21,14.0,14.0,13.2,13.23,9500,False,ASHT
2021-06-22,13.99,14.23,13.25,13.9,7000,False,ASHT
2021-06-23,14.4,14.94,13.91,14.5,9500,False,ASHT
2021-06-24,15.0,15.58,14.01,15.58,22500,False,ASHT
2021-06-25,15.58,16.74,15.58,16.74,7000,False,ASHT
2021-06-28,17.2,17.99,17.2,17.99,11500,False,ASHT
2021-06-29,17.99,19.33,17.99,18.98,8500,False,ASHT
2021-06-30,18.98,20.4,18.36,20.08,35000,False,ASHT
2021-07-01,20.9,21.58,20.01,20.25,8500,False,ASHT
2021-07-02,20.25,21.76,20.0,20.94,22500,False,ASHT
2021-07-05,20.94,21.2,20.9,20.93,6000,False,ASHT
2021-07-06,20.0,20.0,19.37,19.37,7000,False,ASHT
2021-07-07,19.89,20.7,19.28,20.7,13500,False,ASHT
2021-07-08,20.7,22.0,19.71,22.0,17500,False,ASHT
2021-07-12,0.0,22.0,22.0,22.0,2000,True,ASHT
2021-07-14,21.99,23.65,21.99,22.88,11500,False,ASHT
2021-07-15,23.35,24.0,23.35,24.0,3000,False,ASHT
2021-07-16,24.0,25.3,24.0,25.3,4000,False,ASHT
2021-07-19,25.99,26.0,25.01,25.01,2000,False,ASHT
2021-07-23,24.26,25.18,24.26,25.18,2000,False,ASHT
2021-07-26,24.15,24.15,23.3,23.3,9000,False,ASHT
2021-07-27,21.56,23.3,21.56,21.56,6000,False,ASHT
2021-07-28,19.95,20.0,19.95,19.95,7000,False,ASHT
2021-07-30,20.5,21.39,20.5,20.95,1000,False,ASHT
2021-08-02,21.8,21.8,21.8,21.8,500,False,ASHT
2021-08-03,22.99,23.35,22.99,23.35,1000,False,ASHT
2021-08-04,23.3,23.3,21.61,21.61,2500,False,ASHT
2021-08-05,20.0,20.0,20.0,20.0,1000,False,ASHT
2021-08-10,0.0,20.0,20.0,20.0,1500,True,ASHT
2021-08-11,18.57,18.57,18.5,18.5,4000,False,ASHT
2021-08-17,17.26,17.26,17.26,17.26,500,False,ASHT
2021-08-23,17.01,17.01,17.0,17.0,1500,False,ASHT
2021-08-26,16.06,17.0,15.73,15.73,6500,False,ASHT
2021-08-27,15.8,15.8,14.75,14.75,3000,False,ASHT
2021-08-30,14.75,14.75,14.75,14.75,1000,False,ASHT
2021-09-01,14.0,14.0,13.65,13.65,5500,False,ASHT
2021-09-02,13.99,14.65,13.99,14.65,3500,False,ASHT
2021-09-03,15.5,15.74,14.49,14.51,94000,False,ASHT
2021-09-06,0.0,14.51,14.51,14.51,500,True,ASHT
2021-09-07,14.0,14.0,14.0,14.0,6500,False,ASHT
2021-09-08,13.6,14.5,13.01,13.01,12500,False,ASHT
2021-09-09,14.01,14.01,14.01,14.01,500,False,ASHT
2021-09-10,13.02,14.5,13.02,14.5,1500,False,ASHT
2021-09-13,14.5,14.5,14.5,14.5,2000,False,ASHT
2021-09-20,14.5,15.0,14.5,15.0,105000,False,ASHT
2021-09-21,15.0,15.0,14.55,14.55,5000,False,ASHT
2021-09-22,13.5,13.5,13.46,13.46,10000,False,ASHT
2021-09-27,13.46,13.46,13.46,13.46,500,False,ASHT
2021-09-28,13.86,13.86,13.86,13.86,500,False,ASHT
2021-09-30,12.83,12.83,12.83,12.83,1500,False,ASHT
2021-10-01,12.8,12.83,11.83,12.12,13500,False,ASHT
2021-10-04,12.0,12.0,11.12,11.4,47000,False,ASHT
2021-10-05,11.99,12.2,11.4,12.2,5000,False,ASHT
2021-10-08,12.0,12.0,12.0,12.0,500,False,ASHT
2021-10-11,11.5,11.5,11.0,11.0,7000,False,ASHT
2021-10-13,10.1,10.1,10.01,10.06,3500,False,ASHT
2021-10-14,10.04,11.06,10.03,11.0,4500,False,ASHT
2021-10-15,10.0,10.9,10.0,10.9,4500,False,ASHT
2021-10-20,10.9,11.25,10.9,11.25,2500,False,ASHT
2021-10-21,10.26,10.26,10.25,10.25,16000,False,ASHT
2021-10-25,0.0,0.0,0.0,10.25,0,True,ASHT
2021-10-26,10.29,10.29,9.25,9.25,2500,False,ASHT
2021-10-29,0.0,0.0,0.0,9.25,0,True,ASHT
2021-11-01,9.8,9.8,9.8,9.8,500,False,ASHT
