date,open,high,low,close,volume,is_anomaly,ticker
2021-04-26,76.5,79.44,75.84,78.13,25500,False,PAKD
2021-04-27,77.0,79.49,75.0,78.5,8500,False,PAKD
2021-04-28,78.0,78.9,76.0,77.98,12500,False,PAKD
2021-04-29,76.01,78.24,75.05,78.2,2000,False,PAKD
2021-04-30,75.5,76.0,75.5,76.0,1000,False,PAKD
2021-05-03,79.95,79.95,72.15,75.24,5000,False,PAKD
2021-05-04,76.0,78.0,76.0,77.43,3000,False,PAKD
2021-05-05,76.0,78.5,76.0,78.5,3000,False,PAKD
2021-05-17,76.17,77.99,75.5,77.13,8500,False,PAKD
2021-05-18,76.51,79.47,74.1,75.3,24000,False,PAKD
2021-05-19,78.48,78.48,73.61,75.94,12000,False,PAKD
2021-05-20,74.1,76.48,73.53,75.38,15000,False,PAKD
2021-05-21,74.16,77.84,74.16,75.33,10000,False,PAKD
2021-05-24,74.1,77.48,73.5,73.56,20000,False,PAKD
2021-05-25,74.5,75.95,73.0,74.55,9000,False,PAKD
2021-05-26,74.1,75.0,73.52,74.25,7500,False,PAKD
2021-05-27,75.0,77.0,74.99,75.25,35000,False,PAKD
2021-05-28,75.02,76.89,75.02,76.2,7000,False,PAKD
2021-05-31,76.95,77.35,75.52,76.1,26500,False,PAKD
2021-06-01,76.7,76.7,74.8,75.3,17500,False,PAKD
2021-06-02,74.26,75.89,74.26,75.89,3000,False,PAKD
2021-06-03,76.0,76.0,74.96,75.12,188500,False,PAKD
2021-06-04,75.89,80.75,74.51,80.75,256000,False,PAKD
2021-06-07,85.98,86.8,80.75,86.75,76500,False,PAKD
2021-06-08,85.89,89.9,80.26,80.94,124000,False,PAKD
2021-06-09,78.0,79.8,78.0,79.38,7500,False,PAKD
2021-06-10,77.01,84.74,77.01,82.27,31500,False,PAKD
2021-06-11,83.0,84.77,81.66,82.77,27000,False,PAKD
2021-06-14,81.13,84.99,81.13,82.0,15000,False,PAKD
2021-06-15,80.0,82.49,80.0,81.16,17500,False,PAKD
2021-06-16,80.0,81.16,79.0,79.01,14500,False,PAKD
2021-06-17,79.75,79.75,77.55,77.86,6500,False,PAKD
2021-06-18,77.0,81.98,74.25,76.96,10500,False,PAKD
2021-06-21,76.0,77.89,75.51,76.79,4000,False,PAKD
2021-06-22,76.45,79.34,75.5,77.0,27500,False,PAKD
2021-06-23,75.05,75.95,74.31,74.87,25500,False,PAKD
2021-06-24,73.1,80.48,73.1,76.59,174000,False,PAKD
2021-06-25,76.5,76.5,73.55,74.18,23500,False,PAKD
2021-06-28,74.7,74.75,69.57,70.13,47000,False,PAKD
2021-06-29,70.99,71.0,69.0,69.99,35000,False,PAKD
2021-06-30,70.0,70.9,69.5,69.94,27000,False,PAKD
2021-07-01,71.0,72.0,69.3,69.52,50000,False,PAKD
2021-07-02,70.95,71.0,69.05,69.67,25000,False,PAKD
2021-07-05,69.5,69.9,68.5,68.5,13500,False,PAKD
2021-07-06,67.1,68.5,67.1,67.4,6500,False,PAKD
2021-07-07,66.25,67.99,66.13,67.45,6000,False,PAKD
2021-07-08,67.51,69.94,67.0,68.74,15000,False,PAKD
2021-07-09,67.75,69.0,67.5,67.56,9500,False,PAKD
2021-07-12,67.1,67.12,67.1,67.11,1000,False,PAKD
2021-07-13,68.5,68.5,68.5,68.5,1500,False,PAKD
2021-07-14,68.0,68.5,67.02,67.51,5000,False,PAKD
2021-07-15,66.35,67.39,66.16,67.39,7500,False,PAKD
2021-07-16,68.0,68.0,64.6,64.94,32500,False,PAKD
2021-07-19,64.01,66.47,64.01,66.44,6500,False,PAKD
2021-07-23,66.75,66.75,66.44,66.74,9500,False,PAKD
2021-07-26,66.9,68.74,66.9,67.66,12500,False,PAKD
2021-07-27,68.0,68.0,66.3,66.98,4500,False,PAKD
2021-07-28,65.1,67.0,65.1,65.96,11500,False,PAKD
2021-07-29,64.01,64.05,61.15,63.12,16000,False,PAKD
2021-07-30,63.5,63.5,61.0,61.0,3000,False,PAKD
2021-08-02,61.5,63.48,61.03,63.48,5000,False,PAKD
2021-08-03,63.48,64.79,62.2,64.79,2000,False,PAKD
2021-08-04,65.5,65.5,63.15,64.74,6500,False,PAKD
2021-08-05,63.01,65.0,63.0,64.62,10500,False,PAKD
2021-08-06,64.97,69.46,64.97,69.46,120500,False,PAKD
2021-08-09,73.9,74.0,67.01,68.0,105500,False,PAKD
2021-08-10,66.01,67.99,65.15,66.18,20500,False,PAKD
2021-08-11,65.52,68.88,65.52,66.33,15500,False,PAKD
2021-08-12,65.65,66.33,65.01,65.48,8000,False,PAKD
2021-08-13,64.5,65.98,63.15,65.06,4000,False,PAKD
2021-08-16,65.98,66.0,64.5,65.85,9000,False,PAKD
2021-08-17,64.05,65.2,64.05,64.98,2500,False,PAKD
2021-08-20,65.0,65.89,64.35,65.23,4000,False,PAKD
2021-08-23,65.5,67.74,65.45,66.23,12500,False,PAKD
2021-08-24,66.88,67.8,65.0,66.0,15500,False,PAKD
2021-08-25,65.03,65.49,65.0,65.49,3500,False,PAKD
2021-08-26,65.5,67.9,65.11,67.38,12500,False,PAKD
2021-08-27,67.51,71.86,65.02,66.19,12000,False,PAKD
2021-08-30,66.01,68.4,65.5,66.21,13500,False,PAKD
2021-08-31,65.3,66.75,65.3,66.28,6000,False,PAKD
