date,open,high,low,close,volume,is_anomaly
2021-04-29,45121.59,45143.34,44781.3,44863.11,138959463,False
2021-04-30,44958.72,45056.9,44151.69,44262.35,153942599,False
2021-05-03,44239.54,44326.01,43630.07,44076.2,125276315,False
2021-05-04,44115.32,44620.41,44076.2,44563.59,108320905,False
2021-05-05,44952.49,45173.61,44563.59,44943.61,129445703,False
2021-05-06,45106.97,45245.37,44889.59,45174.67,78642212,False
2021-05-17,45521.77,45806.98,45174.67,45796.31,201903651,False
2021-05-18,45841.1,46033.92,45618.78,45981.82,216311577,False
2021-05-19,45925.17,45981.82,45612.88,45682.11,297556614,False
2021-05-20,45713.46,45831.12,45518.74,45574.07,376148630,False
2021-05-21,45563.8,45948.11,45560.13,45914.98,294853032,False
2021-05-24,46082.59,46314.83,45914.98,46097.11,191697769,False
2021-05-25,46151.1,46369.19,46048.84,46300.66,224827398,False
2021-05-26,46429.42,46856.27,46300.66,46812.31,306272522,False
2021-05-27,46976.64,47204.13,46675.69,46790.75,512472483,False
2021-05-28,46804.64,47246.5,46698.23,47126.29,223696244,False
2021-05-31,47345.91,47979.68,47126.29,47896.34,409980135,False
2021-06-01,48050.85,48237.61,47896.34,48191.26,456371011,False
2021-06-02,48272.67,48286.46,47960.46,48126.9,361191723,False
2021-06-03,48254.5,48434.4,48010.32,48093.53,253507625,False
2021-06-04,48139.47,48426.53,48093.53,48211.7,317434552,False
2021-06-07,48511.54,48632.95,48211.7,48302.66,320037887,False
2021-06-08,48340.93,48409.88,48000.26,48147.98,265113800,False
2021-06-09,48211.99,48311.92,47725.94,47777.62,296727403,False
2021-06-10,47830.73,48287.52,47777.62,48251.49,296571812,False
2021-06-11,48372.96,48531.4,48245.4,48304.72,373933118,False
2021-06-14,48966.81,48981.82,48304.72,48726.08,507488762,False
2021-06-15,48781.44,48841.47,48511.58,48632.56,699381522,False
2021-06-16,48761.81,48878.2,48431.96,48480.9,409175859,False
2021-06-17,48444.46,48544.65,48115.84,48157.63,290742124,False
2021-06-18,48174.09,48411.87,48022.72,48238.67,304366997,False
2021-06-21,48289.47,48370.42,47963.97,48012.52,227403647,False
2021-06-22,48030.28,48154.56,47931.78,47987.14,209250013,False
2021-06-23,48045.72,48134.94,47873.14,47900.7,237206903,False
2021-06-24,47956.57,48118.23,47897.39,47962.54,150163934,False
2021-06-25,47968.38,48040.1,47476.38,47603.36,262501097,False
2021-06-28,47589.25,47665.84,46902.38,47002.35,223946845,False
2021-06-29,46986.47,47508.77,46986.47,47137.77,205459425,False
2021-06-30,47219.47,47460.31,47137.77,47356.02,152999118,False
2021-07-01,47542.78,47843.34,47356.02,47800.57,139993682,False
2021-07-02,47864.27,48079.85,47637.76,47686.18,170918051,False
2021-07-05,47717.2,47739.5,47375.13,47429.12,201863020,False
2021-07-06,47482.73,47665.41,47242.52,47346.16,213106406,False
2021-07-07,47342.19,47375.36,47034.95,47247.92,158292162,False
2021-07-08,47344.58,48053.17,47247.92,48053.17,187887582,False
2021-07-09,48045.25,48053.17,47544.08,47563.45,124661402,False
2021-07-12,47585.07,47715.28,47407.85,47447.08,107164599,False
2021-07-13,47449.46,47586.07,47439.89,47480.49,102458788,False
2021-07-14,47512.88,47594.66,47442.19,47491.47,162998975,False
2021-07-15,47498.61,47737.38,47388.42,47628.26,191691580,False
2021-07-16,47627.61,47889.7,47627.61,47834.33,109205226,False
2021-07-19,47977.43,48006.44,47751.38,47873.26,108549437,False
2021-07-23,47889.86,47946.45,47686.5,47793.07,122865664,False
2021-07-26,47823.02,47930.54,47606.89,47672.68,91315872,False
2021-07-27,47717.72,47910.12,47616.73,47686.99,162297006,False
2021-07-28,47784.58,47874.69,47241.55,47318.03,128927617,False
2021-07-29,47339.85,47353.91,46955.1,47312.33,156475235,False
2021-07-30,47348.47,47642.79,46925.16,47055.29,156531487,False
2021-08-02,47061.09,47508.74,47047.14,47453.25,89313070,False
2021-08-03,47509.56,47808.63,47453.25,47758.32,143341857,False
2021-08-04,47828.4,47980.12,47709.38,47789.88,165225226,False
2021-08-05,47807.09,47896.39,47582.77,47640.88,207127795,False
2021-08-06,47658.92,47752.77,47425.03,47489.95,137087074,False
2021-08-09,47534.53,47625.42,47053.64,47123.62,107174904,False
2021-08-10,47116.81,47272.88,46928.16,47135.48,128467360,False
2021-08-11,47313.54,47627.59,47135.48,47377.38,138307014,False
2021-08-12,47415.24,47555.99,47175.0,47270.76,93989645,False
2021-08-13,47320.31,47320.31,47123.38,47169.84,56393997,False
2021-08-16,47134.71,47173.03,46672.19,46912.79,88224626,False
2021-08-17,46947.65,47274.52,46912.79,47258.45,81902829,False
2021-08-20,47360.67,47644.34,47258.45,47599.82,119839311,False
2021-08-23,47698.85,48144.89,47599.82,48112.21,147539228,False
2021-08-24,48100.6,48114.95,47739.53,47828.71,129476119,False
2021-08-25,47860.52,47916.76,47617.93,47635.9,128944862,False
2021-08-26,47642.36,47759.5,47262.11,47363.27,124954605,False
2021-08-27,47392.24,47392.24,46869.1,47136.53,181761567,False
2021-08-30,47147.94,47468.14,47136.53,47365.7,147181132,False
2021-08-31,47376.28,47596.04,47349.49,47419.74,128812516,False
2021-09-01,47488.28,47628.59,47355.14,47413.46,111881575,False
2021-09-02,47481.4,47489.4,46874.64,46903.06,168360689,False
2021-09-03,46973.8,47113.42,46879.28,46957.47,113755957,False
2021-09-06,46987.79,47087.3,46888.95,46918.52,94853488,False
2021-09-07,46924.61,46994.84,46617.98,46729.96,126001060,False
2021-09-08,46756.41,46875.49,46309.86,46396.71,143551584,False
2021-09-09,46465.44,46665.48,46396.71,46625.12,90614592,False
2021-09-10,46710.28,47226.11,46625.12,47198.29,174654881,False
2021-09-13,47265.43,47369.98,47168.75,47270.46,130018036,False
2021-09-14,47332.83,47387.34,46607.21,46891.34,199432699,False
2021-09-15,46945.64,46952.31,46505.13,46716.72,118284304,False
2021-09-16,46729.0,46958.37,46623.41,46920.46,133579163,False
2021-09-17,46970.66,47181.74,46555.87,46636.08,163219161,False
2021-09-20,46626.9,46691.23,46215.18,46528.21,75261742,False
2021-09-21,46612.02,46833.14,45778.19,46008.85,132425826,False
2021-09-22,46031.89,46031.89,44788.17,45597.24,227489954,False
2021-09-23,45713.48,45939.39,45083.51,45296.88,131199565,False
2021-09-24,45290.27,45424.26,44861.09,45073.52,186692444,False
2021-09-27,45081.55,45236.48,44341.51,44817.76,162704454,False
2021-09-28,44846.7,45294.37,44747.22,45274.93,175444998,False
2021-09-29,45267.15,45342.26,43975.04,44366.74,208738040,False
2021-09-30,44291.3,44899.6,43972.09,44899.6,212619364,False
2021-10-01,44846.14,45003.26,44599.61,44871.7,111345129,False
2021-10-04,44786.14,45105.04,44561.82,45044.5,94364877,False
2021-10-05,45096.86,45101.36,44593.75,44666.57,141633952,False
2021-10-06,44662.04,44795.2,44284.55,44373.23,123016364,False
