pdf_url,source_page,reason
https://www.khistocks.com/assets/research_reports/sectorwise/73/2026-04-30/2-documentsnewshighlights_investorwatch30_apr_2026.pdf,https://khistocks.com/ajax/getresearchreport,broker_not_allowed
https://www.khistocks.com/assets/research_reports/sectorwise/73/2026-04-30/3-documentspakistan_market_technical_outlook_30_apr_2026.pdf,https://khistocks.com/ajax/getresearchreport,report_type_not_allowed
